label_disease_nm,gender,age,breed,eye_position,age_mean
결막염,암컷,10,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,4,페르시안,오른쪽눈,5.76
결막염,암컷,2,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,2,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,0,엑조틱 숏헤어,왼쪽눈,2.72
결막염,암컷,4,벵갈,오른쪽눈,2.01
결막염,암컷,5,페르시안,왼쪽눈,5.76
결막염,수컷,1,터키시 앙고라,오른쪽눈,2.57
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,4,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,페르시안,오른쪽눈,5.76
결막염,수컷,2,벵갈,왼쪽눈,2.01
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,7,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,7,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,2,벵갈,오른쪽눈,2.01
결막염,수컷,6,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,1,먼치킨,왼쪽눈,2.51
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,8,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,9,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,7,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,12,아비시니안,오른쪽눈,4.27
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,4,스핑크스,왼쪽눈,2.54
결막염,수컷,4,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,7,러시안 블루,왼쪽눈,3.45
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,3,스코티시 폴드,오른쪽눈,3.88
결막염,암컷,3,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,0,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,터키시 앙고라,왼쪽눈,2.57
결막염,암컷,4,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,12,페르시안,오른쪽눈,5.76
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,4,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,1,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,암컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,벵갈,오른쪽눈,2.01
결막염,수컷,1,이집션 마우,오른쪽눈,1.0
결막염,수컷,1,이집션 마우,왼쪽눈,1.0
결막염,수컷,11,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,6,샴(샤미즈),오른쪽눈,3.76
결막염,수컷,12,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,6,페르시안,오른쪽눈,5.76
결막염,수컷,6,페르시안,오른쪽눈,5.76
결막염,암컷,0,아비시니안,왼쪽눈,4.27
결막염,암컷,2,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,0,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,11,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,2,아메리칸 숏헤어,왼쪽눈,4.77
결막염,수컷,9,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,암컷,7,페르시안,오른쪽눈,5.76
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,스코티시 폴드,왼쪽눈,3.88
결막염,암컷,1,스코티시 폴드,오른쪽눈,3.88
결막염,암컷,4,먼치킨,오른쪽눈,2.51
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,수컷,1,메인 쿤,왼쪽눈,1.0
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,2,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,1,샴(샤미즈),왼쪽눈,3.76
결막염,수컷,2,벵갈,왼쪽눈,2.01
결막염,수컷,0,아비시니안,오른쪽눈,4.27
결막염,수컷,1,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,9,아메리칸 숏헤어,오른쪽눈,4.77
결막염,암컷,7,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,4,먼치킨,왼쪽눈,2.51
결막염,암컷,7,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,7,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,6,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,11,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,수컷,1,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,0,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,0,아비시니안,오른쪽눈,4.27
결막염,암컷,2,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,6,페르시안,왼쪽눈,5.76
결막염,수컷,2,아메리칸 숏헤어,오른쪽눈,4.77
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,페르시안,왼쪽눈,5.76
결막염,암컷,11,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,7,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,페르시안,오른쪽눈,5.76
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,암컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,아비시니안,왼쪽눈,4.27
결막염,암컷,4,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,9,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,2,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,6,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,11,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,1,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,0,페르시안,오른쪽눈,5.76
결막염,암컷,0,아비시니안,오른쪽눈,4.27
결막염,수컷,11,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,11,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,8,스코티시 폴드,오른쪽눈,3.88
결막염,암컷,9,아메리칸 숏헤어,왼쪽눈,4.77
결막염,수컷,1,벵갈,왼쪽눈,2.01
결막염,수컷,7,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,수컷,1,페르시안,왼쪽눈,5.76
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,7,페르시안,오른쪽눈,5.76
결막염,수컷,1,이집션 마우,왼쪽눈,1.0
결막염,암컷,2,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,10,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,6,아메리칸 숏헤어,오른쪽눈,4.77
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,0,노르웨이 숲,오른쪽눈,0.18
결막염,수컷,6,페르시안,오른쪽눈,5.76
결막염,수컷,0,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,0,터키시 앙고라,오른쪽눈,2.57
결막염,암컷,3,스핑크스,왼쪽눈,2.54
결막염,암컷,8,스코티시 스트레이트,오른쪽눈,8.14
결막염,수컷,6,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,1,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,4,터키시 앙고라,오른쪽눈,2.57
결막염,암컷,1,엑조틱 숏헤어,오른쪽눈,2.72
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,먼치킨,오른쪽눈,2.51
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,9,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,벵갈,왼쪽눈,2.01
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,먼치킨,왼쪽눈,2.51
결막염,암컷,4,먼치킨,왼쪽눈,2.51
결막염,수컷,8,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,6,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,12,아비시니안,오른쪽눈,4.27
결막염,암컷,12,아비시니안,오른쪽눈,4.27
결막염,암컷,1,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,수컷,4,랙돌,왼쪽눈,2.52
결막염,암컷,0,랙돌,왼쪽눈,2.52
결막염,수컷,2,벵갈,왼쪽눈,2.01
결막염,수컷,2,벵갈,오른쪽눈,2.01
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,히말라얀,오른쪽눈,0.71
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,11,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,2,벵갈,왼쪽눈,2.01
결막염,수컷,2,벵갈,왼쪽눈,2.01
결막염,수컷,7,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,먼치킨,왼쪽눈,2.51
결막염,수컷,1,먼치킨,왼쪽눈,2.51
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,9,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,1,먼치킨,오른쪽눈,2.51
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,2,스코티시 폴드,왼쪽눈,3.88
결막염,암컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,7,페르시안,오른쪽눈,5.76
결막염,암컷,7,페르시안,왼쪽눈,5.76
결막염,암컷,1,스코티시 폴드,오른쪽눈,3.88
결막염,암컷,4,먼치킨,오른쪽눈,2.51
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,0,벵갈,오른쪽눈,2.01
결막염,수컷,4,랙돌,오른쪽눈,2.52
결막염,수컷,7,러시안 블루,오른쪽눈,3.45
결막염,암컷,3,러시안 블루,오른쪽눈,3.45
결막염,암컷,1,아비시니안,왼쪽눈,4.27
결막염,수컷,5,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,수컷,2,아메리칸 숏헤어,왼쪽눈,4.77
결막염,수컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,4,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,벵갈,오른쪽눈,2.01
결막염,수컷,4,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,암컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,이집션 마우,왼쪽눈,1.0
결막염,수컷,1,이집션 마우,왼쪽눈,1.0
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,11,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,수컷,12,페르시안,왼쪽눈,5.76
결막염,수컷,12,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,4,스핑크스,오른쪽눈,2.54
결막염,수컷,4,페르시안,오른쪽눈,5.76
결막염,수컷,6,페르시안,오른쪽눈,5.76
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,2,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,6,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,6,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,5,먼치킨,왼쪽눈,2.51
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,7,페르시안,왼쪽눈,5.76
결막염,수컷,5,아비시니안,오른쪽눈,4.27
결막염,수컷,5,아비시니안,오른쪽눈,4.27
결막염,암컷,6,페르시안,왼쪽눈,5.76
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,11,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,6,샴(샤미즈),왼쪽눈,3.76
결막염,암컷,12,아비시니안,왼쪽눈,4.27
결막염,암컷,6,아메리칸 숏헤어,왼쪽눈,4.77
결막염,수컷,0,먼치킨,왼쪽눈,2.51
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,6,샴(샤미즈),오른쪽눈,3.76
결막염,암컷,0,아메리칸 숏헤어,왼쪽눈,4.77
결막염,수컷,6,페르시안,오른쪽눈,5.76
결막염,수컷,6,페르시안,왼쪽눈,5.76
결막염,수컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,터키시 앙고라,왼쪽눈,2.57
결막염,암컷,8,스코티시 스트레이트,오른쪽눈,8.14
결막염,수컷,6,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,암컷,4,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,9,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,이집션 마우,왼쪽눈,1.0
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,6,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,샴(샤미즈),왼쪽눈,3.76
결막염,수컷,1,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,4,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,2,엑조틱 숏헤어,왼쪽눈,2.72
결막염,수컷,2,아비시니안,왼쪽눈,4.27
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,3,러시안 블루,왼쪽눈,3.45
결막염,수컷,4,페르시안,왼쪽눈,5.76
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,0,데본 렉스,오른쪽눈,3.81
결막염,암컷,3,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,5,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,11,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,6,페르시안,오른쪽눈,5.76
결막염,수컷,0,아비시니안,오른쪽눈,4.27
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,6,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,6,데본 렉스,오른쪽눈,3.81
결막염,수컷,9,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,이집션 마우,왼쪽눈,1.0
결막염,암컷,2,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,샴(샤미즈),오른쪽눈,3.76
결막염,수컷,1,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,1,먼치킨,왼쪽눈,2.51
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,암컷,1,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,이집션 마우,오른쪽눈,1.0
결막염,암컷,1,스코티시 폴드,왼쪽눈,3.88
결막염,암컷,7,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,2,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,러시안 블루,오른쪽눈,3.45
결막염,수컷,4,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,3,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,페르시안,왼쪽눈,5.76
결막염,수컷,6,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,수컷,1,터키시 앙고라,왼쪽눈,2.57
결막염,수컷,7,스코티시 폴드,오른쪽눈,3.88
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,먼치킨,오른쪽눈,2.51
결막염,수컷,1,먼치킨,오른쪽눈,2.51
결막염,수컷,7,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,수컷,1,페르시안,왼쪽눈,5.76
결막염,암컷,9,먼치킨,왼쪽눈,2.51
결막염,암컷,9,먼치킨,왼쪽눈,2.51
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,먼치킨,오른쪽눈,2.51
결막염,암컷,7,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,12,아비시니안,오른쪽눈,4.27
결막염,암컷,12,아비시니안,오른쪽눈,4.27
결막염,수컷,1,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,6,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,0,페르시안,왼쪽눈,5.76
결막염,수컷,4,페르시안,왼쪽눈,5.76
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,5,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,2,아메리칸 숏헤어,오른쪽눈,4.77
결막염,수컷,2,아메리칸 숏헤어,왼쪽눈,4.77
결막염,암컷,3,스핑크스,오른쪽눈,2.54
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,수컷,0,아비시니안,왼쪽눈,4.27
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,1,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,7,스코티시 폴드,왼쪽눈,3.88
결막염,수컷,11,페르시안,오른쪽눈,5.76
결막염,수컷,11,페르시안,왼쪽눈,5.76
결막염,수컷,5,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,6,러시안 블루,왼쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,랙돌,오른쪽눈,2.52
결막염,수컷,7,브리티쉬 숏헤어,왼쪽눈,2.95
결막염,수컷,7,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,9,먼치킨,왼쪽눈,2.51
결막염,암컷,9,먼치킨,왼쪽눈,2.51
결막염,암컷,2,러시안 블루,오른쪽눈,3.45
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,9,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,6,샴(샤미즈),왼쪽눈,3.76
결막염,암컷,6,샴(샤미즈),왼쪽눈,3.76
결막염,수컷,12,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,스핑크스,오른쪽눈,2.54
결막염,수컷,0,스핑크스,왼쪽눈,2.54
결막염,암컷,6,아메리칸 숏헤어,왼쪽눈,4.77
결막염,수컷,1,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,1,시베리안,오른쪽눈,1.15
결막염,수컷,0,코리아 숏헤어,왼쪽눈,2.93
결막염,수컷,0,노르웨이 숲,왼쪽눈,0.18
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,5,브리티쉬 숏헤어,오른쪽눈,2.95
결막염,암컷,4,벵갈,왼쪽눈,2.01
결막염,수컷,1,샴(샤미즈),오른쪽눈,3.76
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,3,코리아 숏헤어,오른쪽눈,2.93
결막염,암컷,5,러시안 블루,왼쪽눈,3.45
결막염,수컷,2,벵갈,왼쪽눈,2.01
결막염,수컷,0,코리아 숏헤어,오른쪽눈,2.93
결막염,수컷,4,터키시 앙고라,오른쪽눈,2.57
결막염,수컷,1,터키시 앙고라,왼쪽눈,2.57
결막염,암컷,6,러시안 블루,오른쪽눈,3.45
결막염,암컷,4,러시안 블루,왼쪽눈,3.45
결막염,수컷,1,랙돌,왼쪽눈,2.52
결막염,수컷,1,페르시안,오른쪽눈,5.76
결막염,암컷,9,먼치킨,오른쪽눈,2.51
결막염,수컷,2,스코티시 폴드,오른쪽눈,3.88
결막염,암컷,10,아비시니안,왼쪽눈,4.27
결막염,암컷,2,러시안 블루,왼쪽눈,3.45
결막염,수컷,6,코리아 숏헤어,왼쪽눈,2.93
결막염,암컷,12,아비시니안,오른쪽눈,4.27
